TrainNum,RecordDate,OriginStation,TerminalStation,MaxCount,LoadFactors
D09,2016-01-24,ZD190-02,ZD111-01,586,54.7
D10,2016-01-24,ZD111-01,ZD190-01,1172,49.2
D11,2016-01-24,ZD190-01,ZD111-01,586,53.2
D12,2016-01-24,ZD111-01,ZD190-01,586,38.6
D13,2016-01-24,ZD190-01,ZD111-01,1172,75.6
D14,2016-01-24,ZD111-01,ZD190-01,1226,18.2
D15,2016-01-24,ZD190-02,ZD111-03,586,75.1
D16,2016-01-24,ZD111-01,ZD190-01,613,22.2
D17,2016-01-24,ZD190-01,ZD111-03,1112,41.3
D18,2016-01-24,ZD111-01,ZD190-01,613,37.0
D19,2016-01-24,ZD190-01,ZD111-03,586,37.6
D20,2016-01-24,ZD111-01,ZD190-02,586,35.9
T06,2016-01-24,ZD181,ZD190-01,436,11.5
T07,2016-01-24,ZD190-01,ZD181,436,17.4
T08,2016-01-24,ZD181,ZD190-02,436,18.6
T09,2016-01-24,ZD190-02,ZD181,436,10.8
G19,2016-01-24,ZD209,ZD190-01,1005,73.9
G20,2016-01-24,ZD209,ZD190-01,1015,93.5
G21,2016-01-24,ZD209,ZD190-01,1112,63.4
G24,2016-01-24,ZD080,ZD190-01,1005,71.2
G27,2016-01-24,ZD080,ZD190-01,1112,62.0
K10,2016-01-24,ZD056,ZD190-01,1122,59.1
K08,2016-01-24,ZD170,ZD190-01,1237,48.9
G22,2016-01-24,ZD203,ZD190-01,960,72.9
Z01,2016-01-24,ZD071,ZD190-01,1260,96.1
T01,2016-01-24,ZD212,ZD190-01,1090,83.4
G26,2016-01-24,ZD072,ZD190-01,1005,86.5
G28,2016-01-24,ZD316,ZD190-01,1005,79.1
K03,2016-01-24,ZD174,ZD190-01,1252,87.6
K07,2016-01-24,ZD029,ZD190-01,1332,57.6
G29,2016-01-24,ZD321,ZD190-01,960,72.2
K01,2016-01-24,ZD142,ZD190-01,1225,60.0
K06,2016-01-24,ZD299,ZD190-01,1246,59.9
Z02,2016-01-24,ZD267,ZD190-01,1194,73.1
K11,2016-01-25,ZD074,ZD190-02,1373,64.8
G01,2016-01-25,ZD075,ZD190-02,1112,49.7
K17,2016-01-25,ZD004,ZD190-02,1052,44.2
K18,2016-01-25,ZD246,ZD190-02,1200,52.1
K02,2016-01-25,ZD291,ZD190-02,1061,69.1
G02,2016-01-25,ZD215,ZD190-02,1112,23.8
G03,2016-01-25,ZD313,ZD190-02,1102,33.8
Z03,2016-01-25,ZD012,ZD190-02,696,74.0
K05,2016-01-25,ZD217,ZD190-02,1179,28.6
G04,2016-01-25,ZD242,ZD190-01,1005,58.2
G05,2016-01-25,ZD242,ZD190-01,556,48.4
G06,2016-01-25,ZD013,ZD190-01,1015,76.9
G07,2016-01-25,ZD013,ZD190-01,1015,84.3
G08,2016-01-25,ZD013,ZD190-01,1015,81.5
G09,2016-01-25,ZD013,ZD190-01,1015,79.2
G10,2016-01-25,ZD013,ZD190-01,1112,81.4
G11,2016-01-25,ZD013,ZD190-01,1112,45.7
G12,2016-01-25,ZD013,ZD190-01,1112,67.7
G13,2016-01-25,ZD013,ZD190-01,1005,74.8
G14,2016-01-25,ZD013,ZD190-01,1112,55.5
G15,2016-01-25,ZD013,ZD190-01,1112,44.7
G16,2016-01-25,ZD013,ZD190-01,1112,42.8
G17,2016-01-25,ZD013,ZD190-01,1112,41.4
K15,2016-01-25,ZD230,ZD190-01,1267,50.8
K12,2016-01-25,ZD007,ZD190-01,1148,61.3
K04,2016-01-25,ZD273,ZD190-02,1194,57.5
G25,2016-01-25,ZD261,ZD190-01,1061,46.8
K16,2016-01-25,ZD266,ZD190-01,1142,56.6
D02,2016-01-25,ZD111-01,ZD190-01,1112,40.8
D03,2016-01-25,ZD190-01,ZD111-01,613,57.1
D04,2016-01-25,ZD111-03,ZD190-01,586,84.8
D05,2016-01-25,ZD190-01,ZD111-01,1172,10.6
D06,2016-01-25,ZD111-01,ZD190-01,1172,60.6
D07,2016-01-25,ZD190-01,ZD111-01,1226,20.5
D08,2016-01-25,ZD111-01,ZD190-02,586,64.3
D09,2016-01-25,ZD190-02,ZD111-01,586,66.5
D10,2016-01-25,ZD111-01,ZD190-01,1172,36.2
D11,2016-01-25,ZD190-01,ZD111-01,586,29.5
D12,2016-01-25,ZD111-01,ZD190-01,586,20.5
D13,2016-01-25,ZD190-01,ZD111-01,1172,60.7
D14,2016-01-25,ZD111-01,ZD190-01,1226,8.6
D15,2016-01-25,ZD190-02,ZD111-03,586,44.1
D16,2016-01-25,ZD111-01,ZD190-01,613,12.5
D17,2016-01-25,ZD190-01,ZD111-03,1112,26.8
D18,2016-01-25,ZD111-01,ZD190-01,613,24.7
D19,2016-01-25,ZD190-01,ZD111-03,586,18.2
D20,2016-01-25,ZD111-01,ZD190-02,586,54.3
T06,2016-01-25,ZD181,ZD190-01,436,9.9
T07,2016-01-25,ZD190-01,ZD181,436,7.8
T08,2016-01-25,ZD181,ZD190-02,436,5.8
T09,2016-01-25,ZD190-02,ZD181,436,4.9
G19,2016-01-25,ZD209,ZD190-01,1005,78.3
G20,2016-01-25,ZD209,ZD190-01,1015,92.3
G21,2016-01-25,ZD209,ZD190-01,1112,48.2
G24,2016-01-25,ZD080,ZD190-01,1005,71.7
G27,2016-01-25,ZD080,ZD190-01,1112,60.0
K10,2016-01-25,ZD056,ZD190-01,1122,57.4
K08,2016-01-25,ZD170,ZD190-01,1237,51.7
G22,2016-01-25,ZD203,ZD190-01,960,69.7
Z01,2016-01-25,ZD071,ZD190-01,1260,94.4
T01,2016-01-25,ZD212,ZD190-01,1090,83.9
G26,2016-01-25,ZD072,ZD190-01,1005,83.5
G28,2016-01-25,ZD316,ZD190-01,1112,81.2
K03,2016-01-25,ZD174,ZD190-01,1252,89.9
K07,2016-01-25,ZD029,ZD190-01,1332,65.8
G29,2016-01-25,ZD321,ZD190-01,960,59.4
K01,2016-01-25,ZD142,ZD190-01,1225,62.9
K06,2016-01-25,ZD299,ZD190-01,1246,62.8
Z02,2016-01-25,ZD267,ZD190-01,1194,75.0
K11,2016-01-26,ZD074,ZD190-02,1373,61.9
K09,2016-01-26,ZD184,ZD190-02,1076,16.9
G01,2016-01-26,ZD075,ZD190-02,1112,58.1
K17,2016-01-26,ZD004,ZD190-02,1052,42.5
K18,2016-01-26,ZD246,ZD190-02,1200,44.8
K02,2016-01-26,ZD291,ZD190-02,1061,63.5
G02,2016-01-26,ZD215,ZD190-02,1112,24.5
G03,2016-01-26,ZD313,ZD190-02,1102,35.1
Z03,2016-01-26,ZD012,ZD190-02,696,69.8
K05,2016-01-26,ZD217,ZD190-02,1179,25.6
G04,2016-01-26,ZD242,ZD190-01,1005,55.6
G05,2016-01-26,ZD242,ZD190-01,556,42.0
G06,2016-01-26,ZD013,ZD190-01,1015,80.7
G07,2016-01-26,ZD013,ZD190-01,1015,82.6
G08,2016-01-26,ZD013,ZD190-01,1015,82.4
G09,2016-01-26,ZD013,ZD190-01,1015,80.2
G10,2016-01-26,ZD013,ZD190-01,1112,70.6
G11,2016-01-26,ZD013,ZD190-01,1112,41.0
G12,2016-01-26,ZD013,ZD190-01,1112,62.5
G13,2016-01-26,ZD013,ZD190-01,1005,66.4
G14,2016-01-26,ZD013,ZD190-01,1112,52.9
G15,2016-01-26,ZD013,ZD190-01,1112,9.4
G16,2016-01-26,ZD013,ZD190-01,1112,58.2
G17,2016-01-26,ZD013,ZD190-01,1112,43.4
K15,2016-01-26,ZD230,ZD190-01,1267,45.5
K12,2016-01-26,ZD007,ZD190-01,1148,52.2
K04,2016-01-26,ZD273,ZD190-02,1194,63.7
G25,2016-01-26,ZD261,ZD190-01,1061,47.3
K16,2016-01-26,ZD266,ZD190-01,1142,57.2
D02,2016-01-26,ZD111-01,ZD190-01,1112,39.8
D03,2016-01-26,ZD190-01,ZD111-01,613,46.3
D04,2016-01-26,ZD111-03,ZD190-01,586,84.2
D05,2016-01-26,ZD190-01,ZD111-01,1172,11.2
D06,2016-01-26,ZD111-01,ZD190-01,1172,43.3
D07,2016-01-26,ZD190-01,ZD111-01,1226,13.1
D08,2016-01-26,ZD111-01,ZD190-02,586,51.9
D09,2016-01-26,ZD190-02,ZD111-01,586,45.1
D10,2016-01-26,ZD111-01,ZD190-01,1172,22.7
D11,2016-01-26,ZD190-01,ZD111-01,586,28.1
D12,2016-01-26,ZD111-01,ZD190-01,586,22.6
D13,2016-01-26,ZD190-01,ZD111-01,1172,57.3
D14,2016-01-26,ZD111-01,ZD190-01,1226,14.8
D15,2016-01-26,ZD190-02,ZD111-03,586,37.3
D16,2016-01-26,ZD111-01,ZD190-01,613,11.5
D17,2016-01-26,ZD190-01,ZD111-03,1112,29.4
D18,2016-01-26,ZD111-01,ZD190-01,613,24.6
D19,2016-01-26,ZD190-01,ZD111-03,586,24.8
D20,2016-01-26,ZD111-01,ZD190-02,586,42.5
T06,2016-01-26,ZD181,ZD190-01,436,8.2
T07,2016-01-26,ZD190-01,ZD181,436,12.3
T08,2016-01-26,ZD181,ZD190-02,436,6.0
T09,2016-01-26,ZD190-02,ZD181,436,5.6
G19,2016-01-26,ZD209,ZD190-01,1005,75.9
G20,2016-01-26,ZD209,ZD190-01,1005,84.4
G21,2016-01-26,ZD209,ZD190-01,1112,50.2
G24,2016-01-26,ZD080,ZD190-01,1005,68.7
G27,2016-01-26,ZD080,ZD190-01,1112,61.6
K10,2016-01-26,ZD056,ZD190-01,1122,61.3
K08,2016-01-26,ZD170,ZD190-01,1237,58.0
G22,2016-01-26,ZD203,ZD190-01,960,68.7
Z01,2016-01-26,ZD071,ZD190-01,1260,97.6
T01,2016-01-26,ZD212,ZD190-01,1090,84.9
G26,2016-01-26,ZD072,ZD190-01,1005,82.0
G28,2016-01-26,ZD316,ZD190-01,1005,75.2
K03,2016-01-26,ZD174,ZD190-01,1252,92.5
K07,2016-01-26,ZD029,ZD190-01,1332,69.9
G29,2016-01-26,ZD321,ZD190-01,960,61.2
K01,2016-01-26,ZD142,ZD190-01,1225,60.6
K06,2016-01-26,ZD299,ZD190-01,1246,63.1
Z02,2016-01-26,ZD267,ZD190-01,1194,74.8
K11,2016-01-27,ZD074,ZD190-02,1373,59.2
G01,2016-01-27,ZD075,ZD190-02,1112,57.1
K17,2016-01-27,ZD004,ZD190-02,1052,44.1
K18,2016-01-27,ZD246,ZD190-02,1200,41.9
K02,2016-01-27,ZD291,ZD190-02,1061,63.1
G02,2016-01-27,ZD215,ZD190-02,1112,25.1
G03,2016-01-27,ZD313,ZD190-02,1102,36.3
Z03,2016-01-27,ZD012,ZD190-02,696,63.9
K05,2016-01-27,ZD217,ZD190-02,1179,25.1
G04,2016-01-27,ZD242,ZD190-01,1005,58.2
G05,2016-01-27,ZD242,ZD190-01,556,46.5
G06,2016-01-27,ZD013,ZD190-01,1015,75.5
G07,2016-01-27,ZD013,ZD190-01,1015,84.1
G08,2016-01-27,ZD013,ZD190-01,1015,83.5
G09,2016-01-27,ZD013,ZD190-01,1015,82.5
G10,2016-01-27,ZD013,ZD190-01,1112,77.6
G11,2016-01-27,ZD013,ZD190-01,1112,43.6
G12,2016-01-27,ZD013,ZD190-01,1112,64.5
G13,2016-01-27,ZD013,ZD190-01,1005,71.5
G14,2016-01-27,ZD013,ZD190-01,1112,53.3
G15,2016-01-27,ZD013,ZD190-01,1112,38.6
G16,2016-01-27,ZD013,ZD190-01,1112,38.7
G17,2016-01-27,ZD013,ZD190-01,1112,49.4
K15,2016-01-27,ZD230,ZD190-01,1267,49.2
K12,2016-01-27,ZD007,ZD190-01,1148,53.5
K04,2016-01-27,ZD273,ZD190-02,1194,64.8
G25,2016-01-27,ZD261,ZD190-01,1061,53.9
K16,2016-01-27,ZD266,ZD190-01,1142,56.5
D02,2016-01-27,ZD111-01,ZD190-01,1112,41.0
D03,2016-01-27,ZD190-01,ZD111-01,613,46.3
D04,2016-01-27,ZD111-03,ZD190-01,586,86.1
D05,2016-01-27,ZD190-01,ZD111-01,1172,11.5
D06,2016-01-27,ZD111-01,ZD190-01,1172,51.2
D07,2016-01-27,ZD190-01,ZD111-01,1226,14.7
D08,2016-01-27,ZD111-01,ZD190-02,586,67.8
D09,2016-01-27,ZD190-02,ZD111-01,586,37.0
D10,2016-01-27,ZD111-01,ZD190-01,1172,28.3
D11,2016-01-27,ZD190-01,ZD111-01,586,31.1
D12,2016-01-27,ZD111-01,ZD190-01,586,28.7
D13,2016-01-27,ZD190-01,ZD111-01,1172,65.6
D14,2016-01-27,ZD111-01,ZD190-01,1226,9.2
D15,2016-01-27,ZD190-02,ZD111-03,586,44.7
D16,2016-01-27,ZD111-01,ZD190-01,613,10.5
D17,2016-01-27,ZD190-01,ZD111-03,1112,27.8
D18,2016-01-27,ZD111-01,ZD190-01,613,24.0
D19,2016-01-27,ZD190-01,ZD111-03,586,24.3
D20,2016-01-27,ZD111-01,ZD190-02,586,41.8
T06,2016-01-27,ZD181,ZD190-01,436,9.2
T09,2016-01-27,ZD190-02,ZD181,436,6.8
G19,2016-01-27,ZD209,ZD190-01,1005,78.3
G20,2016-01-27,ZD209,ZD190-01,1005,88.0
G21,2016-01-27,ZD209,ZD190-01,1112,64.9
G24,2016-01-27,ZD080,ZD190-01,1005,75.9
G27,2016-01-27,ZD080,ZD190-01,1112,58.2
K10,2016-01-27,ZD056,ZD190-01,1122,69.4
K08,2016-01-27,ZD170,ZD190-01,1237,64.6
G22,2016-01-27,ZD203,ZD190-01,960,67.9
Z01,2016-01-27,ZD071,ZD190-01,1260,98.1
T01,2016-01-27,ZD212,ZD190-01,1090,85.0
G26,2016-01-27,ZD072,ZD190-01,1005,84.8
G28,2016-01-27,ZD316,ZD190-01,1005,78.0
K03,2016-01-27,ZD174,ZD190-01,1252,95.1
K07,2016-01-27,ZD029,ZD190-01,1332,71.6
G29,2016-01-27,ZD321,ZD190-01,960,66.9
K01,2016-01-27,ZD142,ZD190-01,1225,67.0
K06,2016-01-27,ZD299,ZD190-01,1246,71.1
Z02,2016-01-27,ZD267,ZD190-01,1194,75.0
K11,2016-01-28,ZD074,ZD190-02,1373,64.9
K09,2016-01-28,ZD184,ZD190-02,1076,21.6
G01,2016-01-28,ZD075,ZD190-02,1112,49.4
K17,2016-01-28,ZD004,ZD190-02,1052,43.0
K18,2016-01-28,ZD246,ZD190-02,1200,43.7
K02,2016-01-28,ZD291,ZD190-02,1061,62.0
G02,2016-01-28,ZD215,ZD190-02,1112,24.8
G03,2016-01-28,ZD313,ZD190-02,1102,35.0
Z03,2016-01-28,ZD012,ZD190-02,696,77.1
K05,2016-01-28,ZD217,ZD190-02,1179,26.0
G04,2016-01-28,ZD242,ZD190-01,1005,59.6
G05,2016-01-28,ZD242,ZD190-01,556,46.1
G06,2016-01-28,ZD013,ZD190-01,1015,78.4
G07,2016-01-28,ZD013,ZD190-01,1015,83.2
G08,2016-01-28,ZD013,ZD190-01,1015,82.0
G09,2016-01-28,ZD013,ZD190-01,1015,85.0
G10,2016-01-28,ZD013,ZD190-01,1112,82.7
G11,2016-01-28,ZD013,ZD190-01,1112,55.4
G12,2016-01-28,ZD013,ZD190-01,1112,66.9
G13,2016-01-28,ZD013,ZD190-01,1005,77.0
G14,2016-01-28,ZD013,ZD190-01,1112,62.0
G15,2016-01-28,ZD013,ZD190-01,1112,46.7
G16,2016-01-28,ZD013,ZD190-01,1112,41.4
G17,2016-01-28,ZD013,ZD190-01,1112,51.3
K15,2016-01-28,ZD230,ZD190-01,1267,54.1
K12,2016-01-28,ZD007,ZD190-01,1148,53.7
K04,2016-01-28,ZD273,ZD190-02,1194,62.9
G25,2016-01-28,ZD261,ZD190-01,1061,64.3
K16,2016-01-28,ZD266,ZD190-01,1142,59.4
D02,2016-01-28,ZD111-01,ZD190-01,1112,40.0
D03,2016-01-28,ZD190-01,ZD111-01,613,53.4
D04,2016-01-28,ZD111-03,ZD190-01,586,80.4
D05,2016-01-28,ZD190-01,ZD111-01,1172,14.0
D06,2016-01-28,ZD111-01,ZD190-01,1172,43.5
D07,2016-01-28,ZD190-01,ZD111-01,1226,15.4
D08,2016-01-28,ZD111-01,ZD190-02,586,60.7
D09,2016-01-28,ZD190-02,ZD111-01,586,40.0
D10,2016-01-28,ZD111-01,ZD190-01,1172,32.1
D11,2016-01-28,ZD190-01,ZD111-01,586,32.1
D12,2016-01-28,ZD111-01,ZD190-01,586,21.2
D13,2016-01-28,ZD190-01,ZD111-01,1172,63.2
D14,2016-01-28,ZD111-01,ZD190-01,1226,10.1
D15,2016-01-28,ZD190-02,ZD111-03,586,49.9
D16,2016-01-28,ZD111-01,ZD190-01,613,10.4
D17,2016-01-28,ZD190-01,ZD111-03,1112,31.3
D18,2016-01-28,ZD111-01,ZD190-01,613,21.8
D19,2016-01-28,ZD190-01,ZD111-03,586,20.3
D20,2016-01-28,ZD111-01,ZD190-02,586,35.9
T06,2016-01-28,ZD181,ZD190-01,436,12.7
T07,2016-01-28,ZD190-01,ZD181,436,6.3
T08,2016-01-28,ZD181,ZD190-02,436,6.2
T09,2016-01-28,ZD190-02,ZD181,436,7.1
G19,2016-01-28,ZD209,ZD190-01,1005,74.5
G20,2016-01-28,ZD209,ZD190-01,1005,87.5
G21,2016-01-28,ZD209,ZD190-01,1112,60.6
G24,2016-01-28,ZD080,ZD190-01,1005,73.4
G27,2016-01-28,ZD080,ZD190-01,1112,60.2
K10,2016-01-28,ZD056,ZD190-01,1122,79.8
K08,2016-01-28,ZD170,ZD190-01,1237,65.1
G22,2016-01-28,ZD203,ZD190-01,960,74.5
Z01,2016-01-28,ZD071,ZD190-01,1260,98.1
T01,2016-01-28,ZD212,ZD190-01,1090,85.7
G26,2016-01-28,ZD072,ZD190-01,1005,91.0
G28,2016-01-28,ZD316,ZD190-01,1005,79.9
K03,2016-01-28,ZD174,ZD190-01,1252,95.1
K07,2016-01-28,ZD029,ZD190-01,1332,80.3
G29,2016-01-28,ZD321,ZD190-01,960,68.8
K01,2016-01-28,ZD142,ZD190-01,1225,63.9
K06,2016-01-28,ZD299,ZD190-01,1246,64.7
Z02,2016-01-28,ZD267,ZD190-01,1194,76.8
K11,2016-01-29,ZD074,ZD190-02,1373,68.6
G01,2016-01-29,ZD075,ZD190-02,1112,53.4
K17,2016-01-29,ZD004,ZD190-02,1052,50.1
K18,2016-01-29,ZD246,ZD190-02,1200,47.5
K02,2016-01-29,ZD291,ZD190-02,1061,66.7
G02,2016-01-29,ZD215,ZD190-02,1112,30.5
G03,2016-01-29,ZD313,ZD190-02,1102,38.4
Z03,2016-01-29,ZD012,ZD190-02,696,88.5
K05,2016-01-29,ZD217,ZD190-02,1179,35.2
G04,2016-01-29,ZD242,ZD190-01,1005,65.5
G05,2016-01-29,ZD242,ZD190-01,556,54.3
G06,2016-01-29,ZD013,ZD190-01,1015,72.2
G07,2016-01-29,ZD013,ZD190-01,1015,83.4
G08,2016-01-29,ZD013,ZD190-01,1015,86.3
G09,2016-01-29,ZD013,ZD190-01,1015,84.2
G10,2016-01-29,ZD013,ZD190-01,1112,83.0
G11,2016-01-29,ZD013,ZD190-01,1112,83.2
G12,2016-01-29,ZD013,ZD190-01,1112,78.4
G13,2016-01-29,ZD013,ZD190-01,1005,86.1
G14,2016-01-29,ZD013,ZD190-01,1112,65.7
G15,2016-01-29,ZD013,ZD190-01,1112,62.4
G16,2016-01-29,ZD013,ZD190-01,1112,61.9
G17,2016-01-29,ZD013,ZD190-01,1112,71.3
K15,2016-01-29,ZD230,ZD190-01,1267,63.3
K12,2016-01-29,ZD007,ZD190-01,1148,59.8
K04,2016-01-29,ZD273,ZD190-02,1194,68.7
G25,2016-01-29,ZD261,ZD190-01,1061,63.8
K16,2016-01-29,ZD266,ZD190-01,1142,64.9
D02,2016-01-29,ZD111-01,ZD190-01,1112,39.1
D03,2016-01-29,ZD190-01,ZD111-01,613,47.0
D04,2016-01-29,ZD111-03,ZD190-01,586,86.2
D05,2016-01-29,ZD190-01,ZD111-01,1172,7.8
D06,2016-01-29,ZD111-01,ZD190-01,1172,53.7
D07,2016-01-29,ZD190-01,ZD111-01,1226,11.8
D08,2016-01-29,ZD111-01,ZD190-02,586,90.0
D09,2016-01-29,ZD190-02,ZD111-01,586,40.4
D10,2016-01-29,ZD111-01,ZD190-01,1172,45.6
D11,2016-01-29,ZD190-01,ZD111-01,586,32.9
D12,2016-01-29,ZD111-01,ZD190-01,586,28.1
D13,2016-01-29,ZD190-01,ZD111-01,1172,82.4
D14,2016-01-29,ZD111-01,ZD190-01,1226,23.0
D15,2016-01-29,ZD190-02,ZD111-03,586,61.0
D16,2016-01-29,ZD111-01,ZD190-01,613,15.5
D17,2016-01-29,ZD190-01,ZD111-03,1112,45.2
D18,2016-01-29,ZD111-01,ZD190-01,613,34.9
D19,2016-01-29,ZD190-01,ZD111-03,586,37.0
D20,2016-01-29,ZD111-01,ZD190-02,586,43.7
T06,2016-01-29,ZD181,ZD190-01,436,8.7
T07,2016-01-29,ZD190-01,ZD181,436,9.0
T08,2016-01-29,ZD181,ZD190-02,436,5.2
T09,2016-01-29,ZD190-02,ZD181,436,11.3
G19,2016-01-29,ZD209,ZD190-01,1005,78.0
G20,2016-01-29,ZD209,ZD190-01,1005,86.0
G21,2016-01-29,ZD209,ZD190-01,1112,70.0
G24,2016-01-29,ZD080,ZD190-01,1005,75.1
G27,2016-01-29,ZD080,ZD190-01,1112,63.3
K10,2016-01-29,ZD056,ZD190-01,1122,75.9
K08,2016-01-29,ZD170,ZD190-01,1237,73.0
G22,2016-01-29,ZD203,ZD190-01,960,80.0
Z01,2016-01-29,ZD071,ZD190-01,1260,102.7
T01,2016-01-29,ZD212,ZD190-01,1150,86.3
G26,2016-01-29,ZD072,ZD190-01,1005,91.2
G28,2016-01-29,ZD316,ZD190-01,1005,79.6
K03,2016-01-29,ZD174,ZD190-01,1252,93.2
K07,2016-01-29,ZD029,ZD190-01,1332,84.4
G29,2016-01-29,ZD321,ZD190-01,960,75.6
K01,2016-01-29,ZD142,ZD190-01,1225,66.8
K06,2016-01-29,ZD299,ZD190-01,1246,73.4
Z02,2016-01-29,ZD267,ZD190-01,1194,78.8
K11,2016-01-30,ZD074,ZD190-02,1373,64.6
K09,2016-01-30,ZD184,ZD190-02,1076,20.7
G01,2016-01-30,ZD075,ZD190-02,1112,56.2
K17,2016-01-30,ZD004,ZD190-02,1052,49.2
K18,2016-01-30,ZD246,ZD190-02,1200,49.6
K02,2016-01-30,ZD291,ZD190-02,1061,68.5
G02,2016-01-30,ZD215,ZD190-02,1112,21.8
G03,2016-01-30,ZD313,ZD190-02,1102,44.5
Z03,2016-01-30,ZD012,ZD190-02,696,80.6
K05,2016-01-30,ZD217,ZD190-02,1179,32.2
G04,2016-01-30,ZD242,ZD190-01,1005,68.3
G05,2016-01-30,ZD242,ZD190-01,556,56.6
G06,2016-01-30,ZD013,ZD190-01,1015,86.0
G07,2016-01-30,ZD013,ZD190-01,1015,88.4
G08,2016-01-30,ZD013,ZD190-01,1015,88.9
G09,2016-01-30,ZD013,ZD190-01,1015,86.0
G10,2016-01-30,ZD013,ZD190-01,1112,81.8
G11,2016-01-30,ZD013,ZD190-01,1112,77.2
G12,2016-01-30,ZD013,ZD190-01,1112,84.7
G13,2016-01-30,ZD013,ZD190-01,1005,80.0
G14,2016-01-30,ZD013,ZD190-01,1112,65.1
G15,2016-01-30,ZD013,ZD190-01,1112,58.3
G16,2016-01-30,ZD013,ZD190-01,1112,42.0
G17,2016-01-30,ZD013,ZD190-01,1112,53.2
K15,2016-01-30,ZD230,ZD190-01,1267,51.0
K12,2016-01-30,ZD007,ZD190-01,1148,60.1
K04,2016-01-30,ZD273,ZD190-02,1194,69.0
G25,2016-01-30,ZD261,ZD190-01,1061,73.0
K16,2016-01-30,ZD266,ZD190-01,1142,65.1
D02,2016-01-30,ZD111-01,ZD190-01,1112,40.7
D03,2016-01-30,ZD190-01,ZD111-01,613,49.5
D04,2016-01-30,ZD111-03,ZD190-01,586,79.7
D05,2016-01-30,ZD190-01,ZD111-01,1172,12.5
D06,2016-01-30,ZD111-01,ZD190-01,1172,73.6
D07,2016-01-30,ZD190-01,ZD111-01,1226,22.4
D08,2016-01-30,ZD111-01,ZD190-02,586,76.6
D09,2016-01-30,ZD190-02,ZD111-01,586,57.7
D10,2016-01-30,ZD111-01,ZD190-01,1172,37.9
D11,2016-01-30,ZD190-01,ZD111-01,586,29.1
D12,2016-01-30,ZD111-01,ZD190-01,586,27.6
D13,2016-01-30,ZD190-01,ZD111-01,1172,54.6
D14,2016-01-30,ZD111-01,ZD190-01,1226,11.7
D15,2016-01-30,ZD190-02,ZD111-03,586,43.4
D16,2016-01-30,ZD111-01,ZD190-01,613,13.6
D17,2016-01-30,ZD190-01,ZD111-03,1112,25.2
D18,2016-01-30,ZD111-01,ZD190-01,613,21.7
D19,2016-01-30,ZD190-01,ZD111-03,586,20.1
D20,2016-01-30,ZD111-01,ZD190-02,586,44.6
T06,2016-01-30,ZD181,ZD190-01,436,11.3
T07,2016-01-30,ZD190-01,ZD181,436,14.3
T08,2016-01-30,ZD181,ZD190-02,436,6.0
T09,2016-01-30,ZD190-02,ZD181,436,6.2
G19,2016-01-30,ZD209,ZD190-01,1005,79.7
G20,2016-01-30,ZD209,ZD190-01,1005,88.9
G21,2016-01-30,ZD209,ZD190-01,1112,67.7
G24,2016-01-30,ZD080,ZD190-01,1005,81.0
G27,2016-01-30,ZD080,ZD190-01,1112,60.1
K10,2016-01-30,ZD056,ZD190-01,1122,76.1
K08,2016-01-30,ZD170,ZD190-01,1237,80.2
G22,2016-01-30,ZD203,ZD190-01,960,57.8
Z01,2016-01-30,ZD071,ZD190-01,1260,102.7
T01,2016-01-30,ZD212,ZD190-01,1150,87.7
G26,2016-01-30,ZD072,ZD190-01,1005,92.8
G28,2016-01-30,ZD316,ZD190-01,1005,80.4
K03,2016-01-30,ZD174,ZD190-01,1252,98.7
K07,2016-01-30,ZD029,ZD190-01,1332,81.2
G29,2016-01-30,ZD321,ZD190-01,960,77.8
K01,2016-01-30,ZD142,ZD190-01,1225,62.8
K06,2016-01-30,ZD299,ZD190-01,1246,72.3
Z02,2016-01-30,ZD267,ZD190-01,1194,79.9
K11,2016-01-31,ZD074,ZD190-02,1373,67.5
G01,2016-01-31,ZD075,ZD190-02,1112,59.0
K17,2016-01-31,ZD004,ZD190-02,1109,47.9
K18,2016-01-31,ZD246,ZD190-02,1200,44.8
K02,2016-01-31,ZD291,ZD190-02,1118,68.0
G02,2016-01-31,ZD215,ZD190-02,1112,22.8
G03,2016-01-31,ZD313,ZD190-02,1102,40.4
Z03,2016-01-31,ZD012,ZD190-02,696,82.6
K05,2016-01-31,ZD217,ZD190-02,1179,29.4
G04,2016-01-31,ZD242,ZD190-01,1005,69.1
G05,2016-01-31,ZD242,ZD190-01,556,55.4
G06,2016-01-31,ZD013,ZD190-01,1015,69.4
G07,2016-01-31,ZD013,ZD190-01,1015,88.7
G08,2016-01-31,ZD013,ZD190-01,1015,83.1
G09,2016-01-31,ZD013,ZD190-01,1015,85.7
G10,2016-01-31,ZD013,ZD190-01,1112,78.1
G11,2016-01-31,ZD013,ZD190-01,1112,81.1
G12,2016-01-31,ZD013,ZD190-01,1112,84.4
G13,2016-01-31,ZD013,ZD190-01,1005,83.2
G14,2016-01-31,ZD013,ZD190-01,1112,63.6
G15,2016-01-31,ZD013,ZD190-01,1112,52.3
G16,2016-01-31,ZD013,ZD190-01,1112,47.6
G17,2016-01-31,ZD013,ZD190-01,1112,49.9
K15,2016-01-31,ZD230,ZD190-01,1267,47.6
K12,2016-01-31,ZD007,ZD190-01,1148,61.9
K04,2016-01-31,ZD273,ZD190-02,1194,73.3
G25,2016-01-31,ZD261,ZD190-01,1061,80.5
